origin,destination,driving_distance,from_center,to_center
"Joseph-Stelzmann-Str. 9, KOELN","Rakoczi ut 2., Pecs",1217.894,GKLTP,HPCTP
"Joseph-Stelzmann-Str. 9, KOELN","Geert Groote Plein 8, NIJMEGEN",150.799,GKLTP,NNYTP
"Joseph-Stelzmann-Str. 9, KOELN","808 Route de Lennik, Brussels",224.76,GKLTP,BBRTP
"Joseph-Stelzmann-Str. 9, KOELN","Pauwelstr. 30, AACHEN",73.821,GKLTP,GAKTP
"Joseph-Stelzmann-Str. 9, KOELN","Moorenstrasse 5, DUESSELDORF",38.113,GKLTP,GDUTP
"Joseph-Stelzmann-Str. 9, KOELN","Stadtfelddamm 65, HANNOVER",306.726,GKLTP,GHOTP
"Joseph-Stelzmann-Str. 9, KOELN","Theodor Kutzer Ufer 1-3, MANNHEIM",248.139,GKLTP,GMATP
"Joseph-Stelzmann-Str. 9, KOELN","Lindenallee, Essen",73.897,GKLTP,GNWOR
"Joseph-Stelzmann-Str. 9, KOELN","Pecsi ut 4., Szeged",1316.908,GKLTP,HSZTP
"Joseph-Stelzmann-Str. 9, KOELN","Dr. Molewaterplein 40, ROTTERDAM",257.229,GKLTP,NRDTP
"Baldingerstrasse, MARBURG/LAHN","Auenbruggerplatz 29, GRAZ",803.101,GMRTP,AGATP
"Baldingerstrasse, MARBURG/LAHN","De Pintelaan 185, GENT",457.795,GMRTP,BGETP
"Baldingerstrasse, MARBURG/LAHN","Stenglinstrasse 2, AUGSBURG",444.029,GMRTP,GAUTP
"Baldingerstrasse, MARBURG/LAHN","Hufelandstrasse 55, ESSEN",205.061,GMRTP,GESTP
"Baldingerstrasse, MARBURG/LAHN","Kirrberger Strasse Geb. 41, HOMBURG/SAAR",247.326,GMRTP,GHSTP
"Baldingerstrasse, MARBURG/LAHN","Ismaningerstr. 22, MUENCHEN",482.845,GMRTP,GMHTP
"Baldingerstrasse, MARBURG/LAHN","Walter-Koehn-str. 1A, Leipzig",334.598,GMRTP,GOSOR
"Baldingerstrasse, MARBURG/LAHN","Karolina ut 19-21., Budapest",1050.455,GMRTP,HUNOR
"Baldingerstrasse, MARBURG/LAHN","Postbus 2060, ROTTERDAM",456.045,GMRTP,NRSTP
"Baldingerstrasse, MARBURG/LAHN","Anichstrasse 35, INNSBRUCK",612.794,GMRTP,AIBTP
"Baldingerstrasse, MARBURG/LAHN","10, Avenue Hippocrate, Brussels",400.333,GMRTP,BLATP
"Baldingerstrasse, MARBURG/LAHN","Universitaetsklinik, BOCHUM",188.744,GMRTP,GBBTP
"Baldingerstrasse, MARBURG/LAHN","Pacelli Allee 4, FULDA",99.03,GMRTP,GFDTP
"Baldingerstrasse, MARBURG/LAHN","Lessingstrasse 1, JENA",233.497,GMRTP,GJETP
"Baldingerstrasse, MARBURG/LAHN","Haifa-Allee 2, Mainz",133.847,GMRTP,GMIOR
"Baldingerstrasse, MARBURG/LAHN","Organisationsburo, REGENSBURG",412.913,GMRTP,GRBTP
"Baldingerstrasse, MARBURG/LAHN","4 Rue Barble, LUXEMBOURG",302.322,GMRTP,LLXTP
"Baldingerstrasse, MARBURG/LAHN","Heidelberglaan 100, UTRECHT",405.873,GMRTP,NUTTP
"Baldingerstrasse, MARBURG/LAHN","St. Veiterstrasse 47, KLAGENFURT/KAERNTEN",831.781,GMRTP,AKTTP
"Baldingerstrasse, MARBURG/LAHN","Herestraat 49, LEUVEN",381.634,GMRTP,BLETP
"Baldingerstrasse, MARBURG/LAHN","Herestraat 49, LEUVEN",381.634,GMRTP,BLMTP
"Baldingerstrasse, MARBURG/LAHN","Campus Virchow-Klinikum, BERLIN",469.803,GMRTP,GBCTP
"Baldingerstrasse, MARBURG/LAHN","Universitaetsklinik, Haus 33 A, FRANKFURT/MAIN",99.701,GMRTP,GFMTP
"Baldingerstrasse, MARBURG/LAHN","Arnold-Heller-Strasse 3, KIEL",500.303,GMRTP,GKITP
"Baldingerstrasse, MARBURG/LAHN","Marchioninistr. 15, Munich",507.774,GMRTP,GMLTP
"Baldingerstrasse, MARBURG/LAHN","Ernst-Heydemann-Strasse 8, ROSTOCK",577.031,GMRTP,GROTP
"Baldingerstrasse, MARBURG/LAHN","Meibergdreef 9, Amsterdam",434.202,GMRTP,NAETP
"Baldingerstrasse, MARBURG/LAHN","Zaloska 7, LJUBLJANA",897.718,GMRTP,SLOTP
"Baldingerstrasse, MARBURG/LAHN","Fadingerstrasse 1, LINZ",640.354,GMRTP,AOETP
"Baldingerstrasse, MARBURG/LAHN","Avenue de l Hopital, LIEGE",328.191,GMRTP,BLGTP
"Baldingerstrasse, MARBURG/LAHN","Hindenburgdamm 30, Berlin",460.137,GMRTP,GBETP
"Baldingerstrasse, MARBURG/LAHN","Hugstetterstrasse 55, FREIBURG IM BREISGAU",357.314,GMRTP,GFRTP
"Baldingerstrasse, MARBURG/LAHN","Joseph  Stelzmannstrasse 9, KOELN",197.652,GMRTP,GKKTP
"Baldingerstrasse, MARBURG/LAHN","Albert Schweitzerstrasse 33, MUENSTER",214.091,GMRTP,GMNTP
"Baldingerstrasse, MARBURG/LAHN","Transplantationszentrum, STUTTGART",294.632,GMRTP,GSTTP
"Baldingerstrasse, MARBURG/LAHN","De Boelelaan 1117, AMSTERDAM",442.673,GMRTP,NAVTP
"Baldingerstrasse, MARBURG/LAHN","Krankenhausstrasse 9, LINZ",641.632,GMRTP,AOLTP
"Baldingerstrasse, MARBURG/LAHN","Ksaver 200a, Zagreb",984.552,GMRTP,CHROR
"Baldingerstrasse, MARBURG/LAHN","St. Juergenstrasse, BREMEN",372.328,GMRTP,GBMTP
"Baldingerstrasse, MARBURG/LAHN","Klinikstrasse 36, GIESSEN",39.651,GMRTP,GGITP
"Baldingerstrasse, MARBURG/LAHN","Joseph-Stelzmann-Str. 9, KOELN",197.652,GMRTP,GKLTP
"Baldingerstrasse, MARBURG/LAHN","Baldingerstrasse, MARBURG/LAHN",0,GMRTP,GMRTP
"Baldingerstrasse, MARBURG/LAHN","Hoppe-Seyler-Strasse 3, TUEBINGEN",331.313,GMRTP,GTUTP
"Baldingerstrasse, MARBURG/LAHN","Postbus 22660, AMSTERDAM",441.199,GMRTP,NAWTP
"Baldingerstrasse, MARBURG/LAHN","Waehringer Guertel 18-20, Wien",801.93,GMRTP,AWDTP
"Baldingerstrasse, MARBURG/LAHN","J. Huttlera 4, Osijek",1266.408,GMRTP,COSTP
"Baldingerstrasse, MARBURG/LAHN","Sigmund Freud Strasse 25, BONN-Venusberg",195.848,GMRTP,GBOTP
"Baldingerstrasse, MARBURG/LAHN","Ernst Grube Strasse 40, HALLE/Saale",305.757,GMRTP,GHATP
"Baldingerstrasse, MARBURG/LAHN","Ostmerheimerstrasse 200, Koln (Merheim)",186.392,GMRTP,GKMTP
"Baldingerstrasse, MARBURG/LAHN","Langenbeckstr. 1, Mainz",124.805,GMRTP,GMZTP
"Baldingerstrasse, MARBURG/LAHN","ZIM - Medizinische Klinik I, WUERZBURG",210.625,GMRTP,GWZTP
"Baldingerstrasse, MARBURG/LAHN","Hanzeplein 1, Groningen",410.616,GMRTP,NGRTP
"Baldingerstrasse, MARBURG/LAHN","Abt. Transplantation 09 D, Wien",803.68,GMRTP,AWGTP
"Baldingerstrasse, MARBURG/LAHN","Kresimirova 42, Rijeka",998.095,GMRTP,CRITP
"Baldingerstrasse, MARBURG/LAHN","Friedrichstrasse 10, Stuttgart",292.079,GMRTP,GBWOR
"Baldingerstrasse, MARBURG/LAHN","Im Neuenheimer Feld 110, HEIDELBERG",180.472,GMRTP,GHBTP
"Baldingerstrasse, MARBURG/LAHN","Hellmut-Hartert-Str. 1, KAISERSLAUTERN",206.58,GMRTP,GKSTP
"Baldingerstrasse, MARBURG/LAHN","Maximilianspl. 2, ERLANGEN",293.002,GMRTP,GNBTP
"Baldingerstrasse, MARBURG/LAHN","Baross u. 23-25., Budapest",1054.021,GMRTP,HBSTP
"Baldingerstrasse, MARBURG/LAHN","Albinusdreef 2, LEIDEN",457.345,GMRTP,NLBTP
"Baldingerstrasse, MARBURG/LAHN","Wilrijkstraat 10, EDEGEM",407.15,GMRTP,BANTP
"Baldingerstrasse, MARBURG/LAHN","Kispaticeva 12, Zagreb",982.662,GMRTP,CZATP
"Baldingerstrasse, MARBURG/LAHN","Marchioninistrasse 15, Muenchen",507.774,GMRTP,GBYOR
"Baldingerstrasse, MARBURG/LAHN","Martinistrasse 52, HAMBURG",415.162,GMRTP,GHGTP
"Baldingerstrasse, MARBURG/LAHN","Liebigstrasse 20, LEIPZIG",331.476,GMRTP,GLPTP
"Baldingerstrasse, MARBURG/LAHN","Schiffgraben 44, Hannover",258.53,GMRTP,GNDOR
"Baldingerstrasse, MARBURG/LAHN","Moricz Zs. krt. 22., Debrecen",1307.304,GMRTP,HDBTP
"Baldingerstrasse, MARBURG/LAHN","P. Debyelaan 25, MAASTRICHT",301.517,GMRTP,NMSTP
"Baldingerstrasse, MARBURG/LAHN","Laarbeeklaan 101, JETTE/BRUSSEL",412.269,GMRTP,BBJTP
"Baldingerstrasse, MARBURG/LAHN","Zajceva 19, Zagreb",985.643,GMRTP,CZMTP
"Baldingerstrasse, MARBURG/LAHN","Fetscherstr. 74, DRESDEN",406.618,GMRTP,GDRTP
"Baldingerstrasse, MARBURG/LAHN","Vogelsang 105, HANN. MUENDEN",118.832,GMRTP,GHMTP
"Baldingerstrasse, MARBURG/LAHN","Transplantationsbuero, LUEBECK",461.887,GMRTP,GLUTP
"Baldingerstrasse, MARBURG/LAHN","Saatwinkler Damm 11-12, Berlin",469.01,GMRTP,GNOOR
"Baldingerstrasse, MARBURG/LAHN","Rakoczi ut 2., Pecs",1122.671,GMRTP,HPCTP
"Baldingerstrasse, MARBURG/LAHN","Geert Groote Plein 8, NIJMEGEN",343.495,GMRTP,NNYTP
"Baldingerstrasse, MARBURG/LAHN","808 Route de Lennik, Brussels",422.686,GMRTP,BBRTP
"Baldingerstrasse, MARBURG/LAHN","Pauwelstr. 30, AACHEN",271.747,GMRTP,GAKTP
"Baldingerstrasse, MARBURG/LAHN","Moorenstrasse 5, DUESSELDORF",226.581,GMRTP,GDUTP
"Baldingerstrasse, MARBURG/LAHN","Stadtfelddamm 65, HANNOVER",258.702,GMRTP,GHOTP
"Baldingerstrasse, MARBURG/LAHN","Theodor Kutzer Ufer 1-3, MANNHEIM",172.981,GMRTP,GMATP
"Baldingerstrasse, MARBURG/LAHN","Lindenallee, Essen",203.009,GMRTP,GNWOR
"Baldingerstrasse, MARBURG/LAHN","Pecsi ut 4., Szeged",1221.684,GMRTP,HSZTP
"Baldingerstrasse, MARBURG/LAHN","Dr. Molewaterplein 40, ROTTERDAM",457.919,GMRTP,NRDTP
"Hoppe-Seyler-Strasse 3, TUEBINGEN","Auenbruggerplatz 29, GRAZ",648.332,GTUTP,AGATP
"Hoppe-Seyler-Strasse 3, TUEBINGEN","De Pintelaan 185, GENT",614.259,GTUTP,BGETP
"Hoppe-Seyler-Strasse 3, TUEBINGEN","Stenglinstrasse 2, AUGSBURG",183.673,GTUTP,GAUTP
"Hoppe-Seyler-Strasse 3, TUEBINGEN","Hufelandstrasse 55, ESSEN",461.355,GTUTP,GESTP
"Hoppe-Seyler-Strasse 3, TUEBINGEN","Kirrberger Strasse Geb. 41, HOMBURG/SAAR",225.979,GTUTP,GHSTP
"Hoppe-Seyler-Strasse 3, TUEBINGEN","Ismaningerstr. 22, MUENCHEN",260.321,GTUTP,GMHTP
"Hoppe-Seyler-Strasse 3, TUEBINGEN","Walter-Koehn-str. 1A, Leipzig",531.397,GTUTP,GOSOR
"Hoppe-Seyler-Strasse 3, TUEBINGEN","Karolina ut 19-21., Budapest",895.686,GTUTP,HUNOR
"Hoppe-Seyler-Strasse 3, TUEBINGEN","Postbus 2060, ROTTERDAM",669.455,GTUTP,NRSTP
"Hoppe-Seyler-Strasse 3, TUEBINGEN","Anichstrasse 35, INNSBRUCK",344.859,GTUTP,AIBTP
"Hoppe-Seyler-Strasse 3, TUEBINGEN","10, Avenue Hippocrate, Brussels",551.084,GTUTP,BLATP
"Hoppe-Seyler-Strasse 3, TUEBINGEN","Universitaetsklinik, BOCHUM",475.917,GTUTP,GBBTP
"Hoppe-Seyler-Strasse 3, TUEBINGEN","Pacelli Allee 4, FULDA",304.599,GTUTP,GFDTP
"Hoppe-Seyler-Strasse 3, TUEBINGEN","Lessingstrasse 1, JENA",426.321,GTUTP,GJETP
"Hoppe-Seyler-Strasse 3, TUEBINGEN","Haifa-Allee 2, Mainz",246.359,GTUTP,GMIOR
"Hoppe-Seyler-Strasse 3, TUEBINGEN","Organisationsburo, REGENSBURG",326.599,GTUTP,GRBTP
"Hoppe-Seyler-Strasse 3, TUEBINGEN","4 Rue Barble, LUXEMBOURG",348.586,GTUTP,LLXTP
"Hoppe-Seyler-Strasse 3, TUEBINGEN","Heidelberglaan 100, UTRECHT",619.283,GTUTP,NUTTP
"Hoppe-Seyler-Strasse 3, TUEBINGEN","St. Veiterstrasse 47, KLAGENFURT/KAERNTEN",609.494,GTUTP,AKTTP
"Hoppe-Seyler-Strasse 3, TUEBINGEN","Herestraat 49, LEUVEN",551.661,GTUTP,BLETP
"Hoppe-Seyler-Strasse 3, TUEBINGEN","Herestraat 49, LEUVEN",551.661,GTUTP,BLMTP
"Hoppe-Seyler-Strasse 3, TUEBINGEN","Campus Virchow-Klinikum, BERLIN",680.552,GTUTP,GBCTP
"Hoppe-Seyler-Strasse 3, TUEBINGEN","Universitaetsklinik, Haus 33 A, FRANKFURT/MAIN",241.826,GTUTP,GFMTP
"Hoppe-Seyler-Strasse 3, TUEBINGEN","Arnold-Heller-Strasse 3, KIEL",803.756,GTUTP,GKITP
"Hoppe-Seyler-Strasse 3, TUEBINGEN","Marchioninistr. 15, Munich",247.418,GTUTP,GMLTP
"Hoppe-Seyler-Strasse 3, TUEBINGEN","Ernst-Heydemann-Strasse 8, ROSTOCK",873.98,GTUTP,GROTP
"Hoppe-Seyler-Strasse 3, TUEBINGEN","Meibergdreef 9, Amsterdam",647.611,GTUTP,NAETP
"Hoppe-Seyler-Strasse 3, TUEBINGEN","Zaloska 7, LJUBLJANA",675.431,GTUTP,SLOTP
"Hoppe-Seyler-Strasse 3, TUEBINGEN","Fadingerstrasse 1, LINZ",485.585,GTUTP,AOETP
"Hoppe-Seyler-Strasse 3, TUEBINGEN","Avenue de l Hopital, LIEGE",477.569,GTUTP,BLGTP
"Hoppe-Seyler-Strasse 3, TUEBINGEN","Hindenburgdamm 30, Berlin",668.023,GTUTP,GBETP
"Hoppe-Seyler-Strasse 3, TUEBINGEN","Hugstetterstrasse 55, FREIBURG IM BREISGAU",164.701,GTUTP,GFRTP
"Hoppe-Seyler-Strasse 3, TUEBINGEN","Joseph  Stelzmannstrasse 9, KOELN",407.155,GTUTP,GKKTP
"Hoppe-Seyler-Strasse 3, TUEBINGEN","Albert Schweitzerstrasse 33, MUENSTER",521.464,GTUTP,GMNTP
"Hoppe-Seyler-Strasse 3, TUEBINGEN","Transplantationszentrum, STUTTGART",45.672,GTUTP,GSTTP
"Hoppe-Seyler-Strasse 3, TUEBINGEN","De Boelelaan 1117, AMSTERDAM",656.083,GTUTP,NAVTP
"Hoppe-Seyler-Strasse 3, TUEBINGEN","Krankenhausstrasse 9, LINZ",486.863,GTUTP,AOLTP
"Hoppe-Seyler-Strasse 3, TUEBINGEN","Ksaver 200a, Zagreb",810.385,GTUTP,CHROR
"Hoppe-Seyler-Strasse 3, TUEBINGEN","St. Juergenstrasse, BREMEN",675.782,GTUTP,GBMTP
"Hoppe-Seyler-Strasse 3, TUEBINGEN","Klinikstrasse 36, GIESSEN",299.326,GTUTP,GGITP
"Hoppe-Seyler-Strasse 3, TUEBINGEN","Joseph-Stelzmann-Str. 9, KOELN",407.155,GTUTP,GKLTP
"Hoppe-Seyler-Strasse 3, TUEBINGEN","Baldingerstrasse, MARBURG/LAHN",334.56,GTUTP,GMRTP
"Hoppe-Seyler-Strasse 3, TUEBINGEN","Hoppe-Seyler-Strasse 3, TUEBINGEN",0,GTUTP,GTUTP
"Hoppe-Seyler-Strasse 3, TUEBINGEN","Postbus 22660, AMSTERDAM",654.608,GTUTP,NAWTP
"Hoppe-Seyler-Strasse 3, TUEBINGEN","Waehringer Guertel 18-20, Wien",647.161,GTUTP,AWDTP
"Hoppe-Seyler-Strasse 3, TUEBINGEN","J. Huttlera 4, Osijek",1091.385,GTUTP,COSTP
"Hoppe-Seyler-Strasse 3, TUEBINGEN","Sigmund Freud Strasse 25, BONN-Venusberg",395.21,GTUTP,GBOTP
"Hoppe-Seyler-Strasse 3, TUEBINGEN","Ernst Grube Strasse 40, HALLE/Saale",512.3,GTUTP,GHATP
"Hoppe-Seyler-Strasse 3, TUEBINGEN","Ostmerheimerstrasse 200, Koln (Merheim)",401.891,GTUTP,GKMTP
"Hoppe-Seyler-Strasse 3, TUEBINGEN","Langenbeckstr. 1, Mainz",245.323,GTUTP,GMZTP
"Hoppe-Seyler-Strasse 3, TUEBINGEN","ZIM - Medizinische Klinik I, WUERZBURG",200.573,GTUTP,GWZTP
"Hoppe-Seyler-Strasse 3, TUEBINGEN","Hanzeplein 1, Groningen",704.158,GTUTP,NGRTP
"Hoppe-Seyler-Strasse 3, TUEBINGEN","Abt. Transplantation 09 D, Wien",650.91,GTUTP,AWGTP
"Hoppe-Seyler-Strasse 3, TUEBINGEN","Kresimirova 42, Rijeka",775.807,GTUTP,CRITP
"Hoppe-Seyler-Strasse 3, TUEBINGEN","Friedrichstrasse 10, Stuttgart",47.082,GTUTP,GBWOR
"Hoppe-Seyler-Strasse 3, TUEBINGEN","Im Neuenheimer Feld 110, HEIDELBERG",162.224,GTUTP,GHBTP
"Hoppe-Seyler-Strasse 3, TUEBINGEN","Hellmut-Hartert-Str. 1, KAISERSLAUTERN",201.502,GTUTP,GKSTP
"Hoppe-Seyler-Strasse 3, TUEBINGEN","Maximilianspl. 2, ERLANGEN",280.954,GTUTP,GNBTP
"Hoppe-Seyler-Strasse 3, TUEBINGEN","Baross u. 23-25., Budapest",899.252,GTUTP,HBSTP
"Hoppe-Seyler-Strasse 3, TUEBINGEN","Albinusdreef 2, LEIDEN",670.754,GTUTP,NLBTP
"Hoppe-Seyler-Strasse 3, TUEBINGEN","Wilrijkstraat 10, EDEGEM",587.781,GTUTP,BANTP
"Hoppe-Seyler-Strasse 3, TUEBINGEN","Kispaticeva 12, Zagreb",807.347,GTUTP,CZATP
"Hoppe-Seyler-Strasse 3, TUEBINGEN","Marchioninistrasse 15, Muenchen",247.418,GTUTP,GBYOR
"Hoppe-Seyler-Strasse 3, TUEBINGEN","Martinistrasse 52, HAMBURG",718.615,GTUTP,GHGTP
"Hoppe-Seyler-Strasse 3, TUEBINGEN","Liebigstrasse 20, LEIPZIG",528.276,GTUTP,GLPTP
"Hoppe-Seyler-Strasse 3, TUEBINGEN","Schiffgraben 44, Hannover",561.984,GTUTP,GNDOR
"Hoppe-Seyler-Strasse 3, TUEBINGEN","Moricz Zs. krt. 22., Debrecen",1152.535,GTUTP,HDBTP
"Hoppe-Seyler-Strasse 3, TUEBINGEN","P. Debyelaan 25, MAASTRICHT",488.685,GTUTP,NMSTP
"Hoppe-Seyler-Strasse 3, TUEBINGEN","Laarbeeklaan 101, JETTE/BRUSSEL",567.178,GTUTP,BBJTP
"Hoppe-Seyler-Strasse 3, TUEBINGEN","Zajceva 19, Zagreb",810.327,GTUTP,CZMTP
"Hoppe-Seyler-Strasse 3, TUEBINGEN","Fetscherstr. 74, DRESDEN",564.851,GTUTP,GDRTP
"Hoppe-Seyler-Strasse 3, TUEBINGEN","Vogelsang 105, HANN. MUENDEN",423.006,GTUTP,GHMTP
"Hoppe-Seyler-Strasse 3, TUEBINGEN","Transplantationsbuero, LUEBECK",765.341,GTUTP,GLUTP
"Hoppe-Seyler-Strasse 3, TUEBINGEN","Saatwinkler Damm 11-12, Berlin",679.759,GTUTP,GNOOR
"Hoppe-Seyler-Strasse 3, TUEBINGEN","Rakoczi ut 2., Pecs",967.902,GTUTP,HPCTP
"Hoppe-Seyler-Strasse 3, TUEBINGEN","Geert Groote Plein 8, NIJMEGEN",541.664,GTUTP,NNYTP
"Hoppe-Seyler-Strasse 3, TUEBINGEN","808 Route de Lennik, Brussels",582.095,GTUTP,BBRTP
"Hoppe-Seyler-Strasse 3, TUEBINGEN","Pauwelstr. 30, AACHEN",458.915,GTUTP,GAKTP
"Hoppe-Seyler-Strasse 3, TUEBINGEN","Moorenstrasse 5, DUESSELDORF",439.99,GTUTP,GDUTP
"Hoppe-Seyler-Strasse 3, TUEBINGEN","Stadtfelddamm 65, HANNOVER",562.155,GTUTP,GHOTP
"Hoppe-Seyler-Strasse 3, TUEBINGEN","Theodor Kutzer Ufer 1-3, MANNHEIM",173.032,GTUTP,GMATP
"Hoppe-Seyler-Strasse 3, TUEBINGEN","Lindenallee, Essen",463.313,GTUTP,GNWOR
"Hoppe-Seyler-Strasse 3, TUEBINGEN","Pecsi ut 4., Szeged",1066.916,GTUTP,HSZTP
"Hoppe-Seyler-Strasse 3, TUEBINGEN","Dr. Molewaterplein 40, ROTTERDAM",648.094,GTUTP,NRDTP
"Postbus 22660, AMSTERDAM","Auenbruggerplatz 29, GRAZ",1150.169,NAWTP,AGATP
"Postbus 22660, AMSTERDAM","De Pintelaan 185, GENT",217.025,NAWTP,BGETP
"Postbus 22660, AMSTERDAM","Stenglinstrasse 2, AUGSBURG",769.741,NAWTP,GAUTP
"Postbus 22660, AMSTERDAM","Hufelandstrasse 55, ESSEN",215.699,NAWTP,GESTP
"Postbus 22660, AMSTERDAM","Kirrberger Strasse Geb. 41, HOMBURG/SAAR",486.671,NAWTP,GHSTP
"Postbus 22660, AMSTERDAM","Ismaningerstr. 22, MUENCHEN",829.913,NAWTP,GMHTP
"Postbus 22660, AMSTERDAM","Walter-Koehn-str. 1A, Leipzig",631.788,NAWTP,GOSOR
"Postbus 22660, AMSTERDAM","Karolina ut 19-21., Budapest",1397.523,NAWTP,HUNOR
"Postbus 22660, AMSTERDAM","Postbus 2060, ROTTERDAM",78.007,NAWTP,NRSTP
"Postbus 22660, AMSTERDAM","Anichstrasse 35, INNSBRUCK",930.804,NAWTP,AIBTP
"Postbus 22660, AMSTERDAM","10, Avenue Hippocrate, Brussels",203.502,NAWTP,BLATP
"Postbus 22660, AMSTERDAM","Universitaetsklinik, BOCHUM",227.019,NAWTP,GBBTP
"Postbus 22660, AMSTERDAM","Pacelli Allee 4, FULDA",499.755,NAWTP,GFDTP
"Postbus 22660, AMSTERDAM","Lessingstrasse 1, JENA",590.087,NAWTP,GJETP
"Postbus 22660, AMSTERDAM","Haifa-Allee 2, Mainz",444.789,NAWTP,GMIOR
"Postbus 22660, AMSTERDAM","Organisationsburo, REGENSBURG",759.981,NAWTP,GRBTP
"Postbus 22660, AMSTERDAM","4 Rue Barble, LUXEMBOURG",403.312,NAWTP,LLXTP
"Postbus 22660, AMSTERDAM","Heidelberglaan 100, UTRECHT",52.225,NAWTP,NUTTP
"Postbus 22660, AMSTERDAM","St. Veiterstrasse 47, KLAGENFURT/KAERNTEN",1178.849,NAWTP,AKTTP
"Postbus 22660, AMSTERDAM","Herestraat 49, LEUVEN",218.563,NAWTP,BLETP
"Postbus 22660, AMSTERDAM","Herestraat 49, LEUVEN",218.563,NAWTP,BLMTP
"Postbus 22660, AMSTERDAM","Campus Virchow-Klinikum, BERLIN",659.238,NAWTP,GBCTP
"Postbus 22660, AMSTERDAM","Universitaetsklinik, Haus 33 A, FRANKFURT/MAIN",444.226,NAWTP,GFMTP
"Postbus 22660, AMSTERDAM","Arnold-Heller-Strasse 3, KIEL",556.261,NAWTP,GKITP
"Postbus 22660, AMSTERDAM","Marchioninistr. 15, Munich",833.486,NAWTP,GMLTP
"Postbus 22660, AMSTERDAM","Ernst-Heydemann-Strasse 8, ROSTOCK",643.938,NAWTP,GROTP
"Postbus 22660, AMSTERDAM","Meibergdreef 9, Amsterdam",11.572,NAWTP,NAETP
"Postbus 22660, AMSTERDAM","Zaloska 7, LJUBLJANA",1244.786,NAWTP,SLOTP
"Postbus 22660, AMSTERDAM","Fadingerstrasse 1, LINZ",987.422,NAWTP,AOETP
"Postbus 22660, AMSTERDAM","Avenue de l Hopital, LIEGE",250.511,NAWTP,BLGTP
"Postbus 22660, AMSTERDAM","Hindenburgdamm 30, Berlin",650.685,NAWTP,GBETP
"Postbus 22660, AMSTERDAM","Hugstetterstrasse 55, FREIBURG IM BREISGAU",684.316,NAWTP,GFRTP
"Postbus 22660, AMSTERDAM","Joseph  Stelzmannstrasse 9, KOELN",269.038,NAWTP,GKKTP
"Postbus 22660, AMSTERDAM","Albert Schweitzerstrasse 33, MUENSTER",228.066,NAWTP,GMNTP
"Postbus 22660, AMSTERDAM","Transplantationszentrum, STUTTGART",621.634,NAWTP,GSTTP
"Postbus 22660, AMSTERDAM","De Boelelaan 1117, AMSTERDAM",11.603,NAWTP,NAVTP
"Postbus 22660, AMSTERDAM","Krankenhausstrasse 9, LINZ",988.699,NAWTP,AOLTP
"Postbus 22660, AMSTERDAM","Ksaver 200a, Zagreb",1331.619,NAWTP,CHROR
"Postbus 22660, AMSTERDAM","St. Juergenstrasse, BREMEN",365.061,NAWTP,GBMTP
"Postbus 22660, AMSTERDAM","Klinikstrasse 36, GIESSEN",410.36,NAWTP,GGITP
"Postbus 22660, AMSTERDAM","Joseph-Stelzmann-Str. 9, KOELN",269.038,NAWTP,GKLTP
"Postbus 22660, AMSTERDAM","Baldingerstrasse, MARBURG/LAHN",446.781,NAWTP,GMRTP
"Postbus 22660, AMSTERDAM","Hoppe-Seyler-Strasse 3, TUEBINGEN",658.315,NAWTP,GTUTP
"Postbus 22660, AMSTERDAM","Postbus 22660, AMSTERDAM",0,NAWTP,NAWTP
"Postbus 22660, AMSTERDAM","Waehringer Guertel 18-20, Wien",1148.997,NAWTP,AWDTP
"Postbus 22660, AMSTERDAM","J. Huttlera 4, Osijek",1613.475,NAWTP,COSTP
"Postbus 22660, AMSTERDAM","Sigmund Freud Strasse 25, BONN-Venusberg",296.262,NAWTP,GBOTP
"Postbus 22660, AMSTERDAM","Ernst Grube Strasse 40, HALLE/Saale",599.644,NAWTP,GHATP
"Postbus 22660, AMSTERDAM","Ostmerheimerstrasse 200, Koln (Merheim)",262.646,NAWTP,GKMTP
"Postbus 22660, AMSTERDAM","Langenbeckstr. 1, Mainz",432.903,NAWTP,GMZTP
"Postbus 22660, AMSTERDAM","ZIM - Medizinische Klinik I, WUERZBURG",557.692,NAWTP,GWZTP
"Postbus 22660, AMSTERDAM","Hanzeplein 1, Groningen",187.348,NAWTP,NGRTP
"Postbus 22660, AMSTERDAM","Abt. Transplantation 09 D, Wien",1150.748,NAWTP,AWGTP
"Postbus 22660, AMSTERDAM","Kresimirova 42, Rijeka",1345.162,NAWTP,CRITP
"Postbus 22660, AMSTERDAM","Friedrichstrasse 10, Stuttgart",619.081,NAWTP,GBWOR
"Postbus 22660, AMSTERDAM","Im Neuenheimer Feld 110, HEIDELBERG",507.474,NAWTP,GHBTP
"Postbus 22660, AMSTERDAM","Hellmut-Hartert-Str. 1, KAISERSLAUTERN",485.779,NAWTP,GKSTP
"Postbus 22660, AMSTERDAM","Maximilianspl. 2, ERLANGEN",640.069,NAWTP,GNBTP
"Postbus 22660, AMSTERDAM","Baross u. 23-25., Budapest",1401.089,NAWTP,HBSTP
"Postbus 22660, AMSTERDAM","Albinusdreef 2, LEIDEN",50.394,NAWTP,NLBTP
"Postbus 22660, AMSTERDAM","Wilrijkstraat 10, EDEGEM",166.381,NAWTP,BANTP
"Postbus 22660, AMSTERDAM","Kispaticeva 12, Zagreb",1329.73,NAWTP,CZATP
