origin,destination,driving_time,from_center,to_center
"Klinikstrasse 36, GIESSEN","P. Debyelaan 25, MAASTRICHT",2.86277777777778,GGITP,NMSTP
"Klinikstrasse 36, GIESSEN","Laarbeeklaan 101, JETTE/BRUSSEL",3.89166666666667,GGITP,BBJTP
"Klinikstrasse 36, GIESSEN","Zajceva 19, Zagreb",9.86777777777778,GGITP,CZMTP
"Klinikstrasse 36, GIESSEN","Fetscherstr. 74, DRESDEN",4.42694444444444,GGITP,GDRTP
"Klinikstrasse 36, GIESSEN","Vogelsang 105, HANN. MUENDEN",1.91527777777778,GGITP,GHMTP
"Klinikstrasse 36, GIESSEN","Transplantationsbuero, LUEBECK",5.33583333333333,GGITP,GLUTP
"Klinikstrasse 36, GIESSEN","Saatwinkler Damm 11-12, Berlin",5.14472222222222,GGITP,GNOOR
"Klinikstrasse 36, GIESSEN","Rakoczi ut 2., Pecs",11.535,GGITP,HPCTP
"Klinikstrasse 36, GIESSEN","Geert Groote Plein 8, NIJMEGEN",3.38444444444444,GGITP,NNYTP
"Klinikstrasse 36, GIESSEN","808 Route de Lennik, Brussels",4.00805555555556,GGITP,BBRTP
"Klinikstrasse 36, GIESSEN","Pauwelstr. 30, AACHEN",2.58416666666667,GGITP,GAKTP
"Klinikstrasse 36, GIESSEN","Moorenstrasse 5, DUESSELDORF",2.15277777777778,GGITP,GDUTP
"Klinikstrasse 36, GIESSEN","Stadtfelddamm 65, HANNOVER",3.31888888888889,GGITP,GHOTP
"Klinikstrasse 36, GIESSEN","Theodor Kutzer Ufer 1-3, MANNHEIM",1.50805555555556,GGITP,GMATP
"Klinikstrasse 36, GIESSEN","Lindenallee, Essen",2.3625,GGITP,GNWOR
"Klinikstrasse 36, GIESSEN","Pecsi ut 4., Szeged",11.4294444444444,GGITP,HSZTP
"Klinikstrasse 36, GIESSEN","Dr. Molewaterplein 40, ROTTERDAM",4.425,GGITP,NRDTP
"Joseph-Stelzmann-Str. 9, KOELN","Auenbruggerplatz 29, GRAZ",9.41138888888889,GKLTP,AGATP
"Joseph-Stelzmann-Str. 9, KOELN","De Pintelaan 185, GENT",2.65555555555556,GKLTP,BGETP
"Joseph-Stelzmann-Str. 9, KOELN","Stenglinstrasse 2, AUGSBURG",5.29638888888889,GKLTP,GAUTP
"Joseph-Stelzmann-Str. 9, KOELN","Hufelandstrasse 55, ESSEN",0.936944444444445,GKLTP,GESTP
"Joseph-Stelzmann-Str. 9, KOELN","Kirrberger Strasse Geb. 41, HOMBURG/SAAR",3.07166666666667,GKLTP,GHSTP
"Joseph-Stelzmann-Str. 9, KOELN","Ismaningerstr. 22, MUENCHEN",6.03638888888889,GKLTP,GMHTP
"Joseph-Stelzmann-Str. 9, KOELN","Walter-Koehn-str. 1A, Leipzig",5.32166666666667,GKLTP,GOSOR
"Joseph-Stelzmann-Str. 9, KOELN","Karolina ut 19-21., Budapest",11.2313888888889,GKLTP,HUNOR
"Joseph-Stelzmann-Str. 9, KOELN","Postbus 2060, ROTTERDAM",2.76222222222222,GKLTP,NRSTP
"Joseph-Stelzmann-Str. 9, KOELN","Anichstrasse 35, INNSBRUCK",7.09611111111111,GKLTP,AIBTP
"Joseph-Stelzmann-Str. 9, KOELN","10, Avenue Hippocrate, Brussels",2.03972222222222,GKLTP,BLATP
"Joseph-Stelzmann-Str. 9, KOELN","Universitaetsklinik, BOCHUM",1.07,GKLTP,GBBTP
"Joseph-Stelzmann-Str. 9, KOELN","Pacelli Allee 4, FULDA",3.10138888888889,GKLTP,GFDTP
"Joseph-Stelzmann-Str. 9, KOELN","Lessingstrasse 1, JENA",4.60472222222222,GKLTP,GJETP
"Joseph-Stelzmann-Str. 9, KOELN","Haifa-Allee 2, Mainz",2.12305555555556,GKLTP,GMIOR
"Joseph-Stelzmann-Str. 9, KOELN","Organisationsburo, REGENSBURG",5.52166666666667,GKLTP,GRBTP
"Joseph-Stelzmann-Str. 9, KOELN","4 Rue Barble, LUXEMBOURG",2.48777777777778,GKLTP,LLXTP
"Joseph-Stelzmann-Str. 9, KOELN","Heidelberglaan 100, UTRECHT",2.4425,GKLTP,NUTTP
"Joseph-Stelzmann-Str. 9, KOELN","St. Veiterstrasse 47, KLAGENFURT/KAERNTEN",9.41277777777778,GKLTP,AKTTP
"Joseph-Stelzmann-Str. 9, KOELN","Herestraat 49, LEUVEN",1.85388888888889,GKLTP,BLETP
"Joseph-Stelzmann-Str. 9, KOELN","Herestraat 49, LEUVEN",1.85388888888889,GKLTP,BLMTP
"Joseph-Stelzmann-Str. 9, KOELN","Campus Virchow-Klinikum, BERLIN",5.94194444444444,GKLTP,GBCTP
"Joseph-Stelzmann-Str. 9, KOELN","Universitaetsklinik, Haus 33 A, FRANKFURT/MAIN",2.12333333333333,GKLTP,GFMTP
"Joseph-Stelzmann-Str. 9, KOELN","Arnold-Heller-Strasse 3, KIEL",5.49527777777778,GKLTP,GKITP
"Joseph-Stelzmann-Str. 9, KOELN","Marchioninistr. 15, Munich",5.91277777777778,GKLTP,GMLTP
"Joseph-Stelzmann-Str. 9, KOELN","Ernst-Heydemann-Strasse 8, ROSTOCK",6.21694444444445,GKLTP,GROTP
"Joseph-Stelzmann-Str. 9, KOELN","Meibergdreef 9, Amsterdam",2.69,GKLTP,NAETP
"Joseph-Stelzmann-Str. 9, KOELN","Zaloska 7, LJUBLJANA",10.0663888888889,GKLTP,SLOTP
"Joseph-Stelzmann-Str. 9, KOELN","Fadingerstrasse 1, LINZ",7.78166666666667,GKLTP,AOETP
"Joseph-Stelzmann-Str. 9, KOELN","Avenue de l Hopital, LIEGE",1.52555555555556,GKLTP,BLGTP
"Joseph-Stelzmann-Str. 9, KOELN","Hindenburgdamm 30, Berlin",5.96638888888889,GKLTP,GBETP
"Joseph-Stelzmann-Str. 9, KOELN","Hugstetterstrasse 55, FREIBURG IM BREISGAU",4.55027777777778,GKLTP,GFRTP
"Joseph-Stelzmann-Str. 9, KOELN","Joseph  Stelzmannstrasse 9, KOELN",0,GKLTP,GKKTP
"Joseph-Stelzmann-Str. 9, KOELN","Albert Schweitzerstrasse 33, MUENSTER",1.80916666666667,GKLTP,GMNTP
"Joseph-Stelzmann-Str. 9, KOELN","Transplantationszentrum, STUTTGART",3.92388888888889,GKLTP,GSTTP
"Joseph-Stelzmann-Str. 9, KOELN","De Boelelaan 1117, AMSTERDAM",2.76833333333333,GKLTP,NAVTP
"Joseph-Stelzmann-Str. 9, KOELN","Krankenhausstrasse 9, LINZ",7.77583333333333,GKLTP,AOLTP
"Joseph-Stelzmann-Str. 9, KOELN","Ksaver 200a, Zagreb",11.2216666666667,GKLTP,CHROR
"Joseph-Stelzmann-Str. 9, KOELN","St. Juergenstrasse, BREMEN",3.56194444444444,GKLTP,GBMTP
"Joseph-Stelzmann-Str. 9, KOELN","Klinikstrasse 36, GIESSEN",1.92138888888889,GKLTP,GGITP
"Joseph-Stelzmann-Str. 9, KOELN","Joseph-Stelzmann-Str. 9, KOELN",0,GKLTP,GKLTP
"Joseph-Stelzmann-Str. 9, KOELN","Baldingerstrasse, MARBURG/LAHN",2.31722222222222,GKLTP,GMRTP
"Joseph-Stelzmann-Str. 9, KOELN","Hoppe-Seyler-Strasse 3, TUEBINGEN",4.28666666666667,GKLTP,GTUTP
"Joseph-Stelzmann-Str. 9, KOELN","Postbus 22660, AMSTERDAM",2.80833333333333,GKLTP,NAWTP
"Joseph-Stelzmann-Str. 9, KOELN","Waehringer Guertel 18-20, Wien",9.18777777777778,GKLTP,AWDTP
"Joseph-Stelzmann-Str. 9, KOELN","J. Huttlera 4, Osijek",13.2308333333333,GKLTP,COSTP
"Joseph-Stelzmann-Str. 9, KOELN","Sigmund Freud Strasse 25, BONN-Venusberg",0.551944444444445,GKLTP,GBOTP
"Joseph-Stelzmann-Str. 9, KOELN","Ernst Grube Strasse 40, HALLE/Saale",4.95722222222222,GKLTP,GHATP
"Joseph-Stelzmann-Str. 9, KOELN","Ostmerheimerstrasse 200, Koln (Merheim)",0.314166666666667,GKLTP,GKMTP
"Joseph-Stelzmann-Str. 9, KOELN","Langenbeckstr. 1, Mainz",2.05277777777778,GKLTP,GMZTP
"Joseph-Stelzmann-Str. 9, KOELN","ZIM - Medizinische Klinik I, WUERZBURG",3.31527777777778,GKLTP,GWZTP
"Joseph-Stelzmann-Str. 9, KOELN","Hanzeplein 1, Groningen",3.47444444444444,GKLTP,NGRTP
"Joseph-Stelzmann-Str. 9, KOELN","Abt. Transplantation 09 D, Wien",9.24333333333333,GKLTP,AWGTP
"Joseph-Stelzmann-Str. 9, KOELN","Kresimirova 42, Rijeka",11.3538888888889,GKLTP,CRITP
"Joseph-Stelzmann-Str. 9, KOELN","Friedrichstrasse 10, Stuttgart",3.8875,GKLTP,GBWOR
"Joseph-Stelzmann-Str. 9, KOELN","Im Neuenheimer Feld 110, HEIDELBERG",2.7025,GKLTP,GHBTP
"Joseph-Stelzmann-Str. 9, KOELN","Hellmut-Hartert-Str. 1, KAISERSLAUTERN",2.76722222222222,GKLTP,GKSTP
"Joseph-Stelzmann-Str. 9, KOELN","Maximilianspl. 2, ERLANGEN",4.2575,GKLTP,GNBTP
"Joseph-Stelzmann-Str. 9, KOELN","Baross u. 23-25., Budapest",11.3625,GKLTP,HBSTP
"Joseph-Stelzmann-Str. 9, KOELN","Albinusdreef 2, LEIDEN",3.05138888888889,GKLTP,NLBTP
"Joseph-Stelzmann-Str. 9, KOELN","Wilrijkstraat 10, EDEGEM",2.22222222222222,GKLTP,BANTP
"Joseph-Stelzmann-Str. 9, KOELN","Kispaticeva 12, Zagreb",11.1036111111111,GKLTP,CZATP
"Joseph-Stelzmann-Str. 9, KOELN","Marchioninistrasse 15, Muenchen",5.91277777777778,GKLTP,GBYOR
"Joseph-Stelzmann-Str. 9, KOELN","Martinistrasse 52, HAMBURG",4.70333333333333,GKLTP,GHGTP
"Joseph-Stelzmann-Str. 9, KOELN","Liebigstrasse 20, LEIPZIG",5.34277777777778,GKLTP,GLPTP
"Joseph-Stelzmann-Str. 9, KOELN","Schiffgraben 44, Hannover",3.24138888888889,GKLTP,GNDOR
"Joseph-Stelzmann-Str. 9, KOELN","Moricz Zs. krt. 22., Debrecen",13.3519444444444,GKLTP,HDBTP
"Joseph-Stelzmann-Str. 9, KOELN","P. Debyelaan 25, MAASTRICHT",1.11111111111111,GKLTP,NMSTP
"Joseph-Stelzmann-Str. 9, KOELN","Laarbeeklaan 101, JETTE/BRUSSEL",2.15722222222222,GKLTP,BBJTP
"Joseph-Stelzmann-Str. 9, KOELN","Zajceva 19, Zagreb",11.1730555555556,GKLTP,CZMTP
"Joseph-Stelzmann-Str. 9, KOELN","Fetscherstr. 74, DRESDEN",6.15083333333333,GKLTP,GDRTP
"Joseph-Stelzmann-Str. 9, KOELN","Vogelsang 105, HANN. MUENDEN",3.09944444444444,GKLTP,GHMTP
"Joseph-Stelzmann-Str. 9, KOELN","Transplantationsbuero, LUEBECK",5.22305555555556,GKLTP,GLUTP
"Joseph-Stelzmann-Str. 9, KOELN","Saatwinkler Damm 11-12, Berlin",5.91611111111111,GKLTP,GNOOR
"Joseph-Stelzmann-Str. 9, KOELN","Rakoczi ut 2., Pecs",12.8386111111111,GKLTP,HPCTP
"Joseph-Stelzmann-Str. 9, KOELN","Geert Groote Plein 8, NIJMEGEN",1.70361111111111,GKLTP,NNYTP
"Joseph-Stelzmann-Str. 9, KOELN","808 Route de Lennik, Brussels",2.26666666666667,GKLTP,BBRTP
"Joseph-Stelzmann-Str. 9, KOELN","Pauwelstr. 30, AACHEN",0.8475,GKLTP,GAKTP
"Joseph-Stelzmann-Str. 9, KOELN","Moorenstrasse 5, DUESSELDORF",0.540277777777778,GKLTP,GDUTP
"Joseph-Stelzmann-Str. 9, KOELN","Stadtfelddamm 65, HANNOVER",3.33972222222222,GKLTP,GHOTP
"Joseph-Stelzmann-Str. 9, KOELN","Theodor Kutzer Ufer 1-3, MANNHEIM",2.61388888888889,GKLTP,GMATP
"Joseph-Stelzmann-Str. 9, KOELN","Lindenallee, Essen",0.939166666666667,GKLTP,GNWOR
"Joseph-Stelzmann-Str. 9, KOELN","Pecsi ut 4., Szeged",12.6963888888889,GKLTP,HSZTP
"Joseph-Stelzmann-Str. 9, KOELN","Dr. Molewaterplein 40, ROTTERDAM",2.8425,GKLTP,NRDTP
"Baldingerstrasse, MARBURG/LAHN","Auenbruggerplatz 29, GRAZ",8.39194444444444,GMRTP,AGATP
"Baldingerstrasse, MARBURG/LAHN","De Pintelaan 185, GENT",4.72027777777778,GMRTP,BGETP
"Baldingerstrasse, MARBURG/LAHN","Stenglinstrasse 2, AUGSBURG",4.60583333333333,GMRTP,GAUTP
"Baldingerstrasse, MARBURG/LAHN","Hufelandstrasse 55, ESSEN",2.80861111111111,GMRTP,GESTP
"Baldingerstrasse, MARBURG/LAHN","Kirrberger Strasse Geb. 41, HOMBURG/SAAR",2.72166666666667,GMRTP,GHSTP
"Baldingerstrasse, MARBURG/LAHN","Ismaningerstr. 22, MUENCHEN",5.00194444444445,GMRTP,GMHTP
"Baldingerstrasse, MARBURG/LAHN","Walter-Koehn-str. 1A, Leipzig",3.78277777777778,GMRTP,GOSOR
"Baldingerstrasse, MARBURG/LAHN","Karolina ut 19-21., Budapest",10.2552777777778,GMRTP,HUNOR
"Baldingerstrasse, MARBURG/LAHN","Postbus 2060, ROTTERDAM",4.74138888888889,GMRTP,NRSTP
"Baldingerstrasse, MARBURG/LAHN","Anichstrasse 35, INNSBRUCK",6.46444444444444,GMRTP,AIBTP
"Baldingerstrasse, MARBURG/LAHN","10, Avenue Hippocrate, Brussels",4.15916666666667,GMRTP,BLATP
"Baldingerstrasse, MARBURG/LAHN","Universitaetsklinik, BOCHUM",2.63305555555556,GMRTP,GBBTP
"Baldingerstrasse, MARBURG/LAHN","Pacelli Allee 4, FULDA",1.35916666666667,GMRTP,GFDTP
"Baldingerstrasse, MARBURG/LAHN","Lessingstrasse 1, JENA",2.79555555555556,GMRTP,GJETP
"Baldingerstrasse, MARBURG/LAHN","Haifa-Allee 2, Mainz",1.49777777777778,GMRTP,GMIOR
"Baldingerstrasse, MARBURG/LAHN","Organisationsburo, REGENSBURG",4.44027777777778,GMRTP,GRBTP
"Baldingerstrasse, MARBURG/LAHN","4 Rue Barble, LUXEMBOURG",3.41444444444444,GMRTP,LLXTP
"Baldingerstrasse, MARBURG/LAHN","Heidelberglaan 100, UTRECHT",4.26638888888889,GMRTP,NUTTP
"Baldingerstrasse, MARBURG/LAHN","St. Veiterstrasse 47, KLAGENFURT/KAERNTEN",8.43027777777778,GMRTP,AKTTP
"Baldingerstrasse, MARBURG/LAHN","Herestraat 49, LEUVEN",3.97722222222222,GMRTP,BLETP
"Baldingerstrasse, MARBURG/LAHN","Herestraat 49, LEUVEN",3.97722222222222,GMRTP,BLMTP
"Baldingerstrasse, MARBURG/LAHN","Campus Virchow-Klinikum, BERLIN",5.01138888888889,GMRTP,GBCTP
"Baldingerstrasse, MARBURG/LAHN","Universitaetsklinik, Haus 33 A, FRANKFURT/MAIN",1.17805555555556,GMRTP,GFMTP
"Baldingerstrasse, MARBURG/LAHN","Arnold-Heller-Strasse 3, KIEL",5.43611111111111,GMRTP,GKITP
"Baldingerstrasse, MARBURG/LAHN","Marchioninistr. 15, Munich",5.19111111111111,GMRTP,GMLTP
"Baldingerstrasse, MARBURG/LAHN","Ernst-Heydemann-Strasse 8, ROSTOCK",6.06694444444444,GMRTP,GROTP
"Baldingerstrasse, MARBURG/LAHN","Meibergdreef 9, Amsterdam",4.51666666666667,GMRTP,NAETP
"Baldingerstrasse, MARBURG/LAHN","Zaloska 7, LJUBLJANA",9.08694444444444,GMRTP,SLOTP
"Baldingerstrasse, MARBURG/LAHN","Fadingerstrasse 1, LINZ",6.79027777777778,GMRTP,AOETP
"Baldingerstrasse, MARBURG/LAHN","Avenue de l Hopital, LIEGE",3.67722222222222,GMRTP,BLGTP
"Baldingerstrasse, MARBURG/LAHN","Hindenburgdamm 30, Berlin",5.035,GMRTP,GBETP
"Baldingerstrasse, MARBURG/LAHN","Hugstetterstrasse 55, FREIBURG IM BREISGAU",3.84222222222222,GMRTP,GFRTP
"Baldingerstrasse, MARBURG/LAHN","Joseph  Stelzmannstrasse 9, KOELN",2.29527777777778,GMRTP,GKKTP
"Baldingerstrasse, MARBURG/LAHN","Albert Schweitzerstrasse 33, MUENSTER",2.89722222222222,GMRTP,GMNTP
"Baldingerstrasse, MARBURG/LAHN","Transplantationszentrum, STUTTGART",3.19222222222222,GMRTP,GSTTP
"Baldingerstrasse, MARBURG/LAHN","De Boelelaan 1117, AMSTERDAM",4.59,GMRTP,NAVTP
"Baldingerstrasse, MARBURG/LAHN","Krankenhausstrasse 9, LINZ",6.79861111111111,GMRTP,AOLTP
"Baldingerstrasse, MARBURG/LAHN","Ksaver 200a, Zagreb",10.2247222222222,GMRTP,CHROR
"Baldingerstrasse, MARBURG/LAHN","St. Juergenstrasse, BREMEN",4.19861111111111,GMRTP,GBMTP
"Baldingerstrasse, MARBURG/LAHN","Klinikstrasse 36, GIESSEN",0.551111111111111,GMRTP,GGITP
"Baldingerstrasse, MARBURG/LAHN","Joseph-Stelzmann-Str. 9, KOELN",2.29527777777778,GMRTP,GKLTP
"Baldingerstrasse, MARBURG/LAHN","Baldingerstrasse, MARBURG/LAHN",0,GMRTP,GMRTP
"Baldingerstrasse, MARBURG/LAHN","Hoppe-Seyler-Strasse 3, TUEBINGEN",3.55638888888889,GMRTP,GTUTP
"Baldingerstrasse, MARBURG/LAHN","Postbus 22660, AMSTERDAM",4.61472222222222,GMRTP,NAWTP
"Baldingerstrasse, MARBURG/LAHN","Waehringer Guertel 18-20, Wien",8.17083333333333,GMRTP,AWDTP
"Baldingerstrasse, MARBURG/LAHN","J. Huttlera 4, Osijek",12.2236111111111,GMRTP,COSTP
"Baldingerstrasse, MARBURG/LAHN","Sigmund Freud Strasse 25, BONN-Venusberg",2.27333333333333,GMRTP,GBOTP
"Baldingerstrasse, MARBURG/LAHN","Ernst Grube Strasse 40, HALLE/Saale",3.54777777777778,GMRTP,GHATP
"Baldingerstrasse, MARBURG/LAHN","Ostmerheimerstrasse 200, Koln (Merheim)",2.11972222222222,GMRTP,GKMTP
"Baldingerstrasse, MARBURG/LAHN","Langenbeckstr. 1, Mainz",1.46388888888889,GMRTP,GMZTP
"Baldingerstrasse, MARBURG/LAHN","ZIM - Medizinische Klinik I, WUERZBURG",2.28861111111111,GMRTP,GWZTP
"Baldingerstrasse, MARBURG/LAHN","Hanzeplein 1, Groningen",4.75722222222222,GMRTP,NGRTP
"Baldingerstrasse, MARBURG/LAHN","Abt. Transplantation 09 D, Wien",8.24611111111111,GMRTP,AWGTP
"Baldingerstrasse, MARBURG/LAHN","Kresimirova 42, Rijeka",10.3836111111111,GMRTP,CRITP
"Baldingerstrasse, MARBURG/LAHN","Friedrichstrasse 10, Stuttgart",3.15333333333333,GMRTP,GBWOR
"Baldingerstrasse, MARBURG/LAHN","Im Neuenheimer Feld 110, HEIDELBERG",1.95916666666667,GMRTP,GHBTP
"Baldingerstrasse, MARBURG/LAHN","Hellmut-Hartert-Str. 1, KAISERSLAUTERN",2.32444444444444,GMRTP,GKSTP
"Baldingerstrasse, MARBURG/LAHN","Maximilianspl. 2, ERLANGEN",3.215,GMRTP,GNBTP
"Baldingerstrasse, MARBURG/LAHN","Baross u. 23-25., Budapest",10.3752777777778,GMRTP,HBSTP
"Baldingerstrasse, MARBURG/LAHN","Albinusdreef 2, LEIDEN",4.84083333333333,GMRTP,NLBTP
"Baldingerstrasse, MARBURG/LAHN","Wilrijkstraat 10, EDEGEM",4.29861111111111,GMRTP,BANTP
"Baldingerstrasse, MARBURG/LAHN","Kispaticeva 12, Zagreb",10.0933333333333,GMRTP,CZATP
"Baldingerstrasse, MARBURG/LAHN","Marchioninistrasse 15, Muenchen",5.19111111111111,GMRTP,GBYOR
"Baldingerstrasse, MARBURG/LAHN","Martinistrasse 52, HAMBURG",4.63972222222222,GMRTP,GHGTP
"Baldingerstrasse, MARBURG/LAHN","Liebigstrasse 20, LEIPZIG",3.79916666666667,GMRTP,GLPTP
"Baldingerstrasse, MARBURG/LAHN","Schiffgraben 44, Hannover",2.99972222222222,GMRTP,GNDOR
"Baldingerstrasse, MARBURG/LAHN","Moricz Zs. krt. 22., Debrecen",12.3977777777778,GMRTP,HDBTP
"Baldingerstrasse, MARBURG/LAHN","P. Debyelaan 25, MAASTRICHT",3.25416666666667,GMRTP,NMSTP
"Baldingerstrasse, MARBURG/LAHN","Laarbeeklaan 101, JETTE/BRUSSEL",4.27916666666667,GMRTP,BBJTP
"Baldingerstrasse, MARBURG/LAHN","Zajceva 19, Zagreb",10.1458333333333,GMRTP,CZMTP
"Baldingerstrasse, MARBURG/LAHN","Fetscherstr. 74, DRESDEN",4.43138888888889,GMRTP,GDRTP
"Baldingerstrasse, MARBURG/LAHN","Vogelsang 105, HANN. MUENDEN",1.62222222222222,GMRTP,GHMTP
"Baldingerstrasse, MARBURG/LAHN","Transplantationsbuero, LUEBECK",5.07916666666667,GMRTP,GLUTP
"Baldingerstrasse, MARBURG/LAHN","Saatwinkler Damm 11-12, Berlin",4.9925,GMRTP,GNOOR
"Baldingerstrasse, MARBURG/LAHN","Rakoczi ut 2., Pecs",11.8361111111111,GMRTP,HPCTP
"Baldingerstrasse, MARBURG/LAHN","Geert Groote Plein 8, NIJMEGEN",3.76944444444444,GMRTP,NNYTP
"Baldingerstrasse, MARBURG/LAHN","808 Route de Lennik, Brussels",4.39444444444445,GMRTP,BBRTP
"Baldingerstrasse, MARBURG/LAHN","Pauwelstr. 30, AACHEN",2.99027777777778,GMRTP,GAKTP
"Baldingerstrasse, MARBURG/LAHN","Moorenstrasse 5, DUESSELDORF",2.54555555555556,GMRTP,GDUTP
"Baldingerstrasse, MARBURG/LAHN","Stadtfelddamm 65, HANNOVER",3.03,GMRTP,GHOTP
"Baldingerstrasse, MARBURG/LAHN","Theodor Kutzer Ufer 1-3, MANNHEIM",1.87527777777778,GMRTP,GMATP
"Baldingerstrasse, MARBURG/LAHN","Lindenallee, Essen",2.75138888888889,GMRTP,GNWOR
"Baldingerstrasse, MARBURG/LAHN","Pecsi ut 4., Szeged",11.7216666666667,GMRTP,HSZTP
"Baldingerstrasse, MARBURG/LAHN","Dr. Molewaterplein 40, ROTTERDAM",4.81166666666667,GMRTP,NRDTP
"Hoppe-Seyler-Strasse 3, TUEBINGEN","Auenbruggerplatz 29, GRAZ",6.97472222222222,GTUTP,AGATP
"Hoppe-Seyler-Strasse 3, TUEBINGEN","De Pintelaan 185, GENT",6.49166666666667,GTUTP,BGETP
"Hoppe-Seyler-Strasse 3, TUEBINGEN","Stenglinstrasse 2, AUGSBURG",2.02527777777778,GTUTP,GAUTP
"Hoppe-Seyler-Strasse 3, TUEBINGEN","Hufelandstrasse 55, ESSEN",4.91611111111111,GTUTP,GESTP
"Hoppe-Seyler-Strasse 3, TUEBINGEN","Kirrberger Strasse Geb. 41, HOMBURG/SAAR",2.58305555555556,GTUTP,GHSTP
"Hoppe-Seyler-Strasse 3, TUEBINGEN","Ismaningerstr. 22, MUENCHEN",2.79527777777778,GTUTP,GMHTP
"Hoppe-Seyler-Strasse 3, TUEBINGEN","Walter-Koehn-str. 1A, Leipzig",5.71388888888889,GTUTP,GOSOR
"Hoppe-Seyler-Strasse 3, TUEBINGEN","Karolina ut 19-21., Budapest",8.82444444444444,GTUTP,HUNOR
"Hoppe-Seyler-Strasse 3, TUEBINGEN","Postbus 2060, ROTTERDAM",7.05527777777778,GTUTP,NRSTP
"Hoppe-Seyler-Strasse 3, TUEBINGEN","Anichstrasse 35, INNSBRUCK",4.04222222222222,GTUTP,AIBTP
"Hoppe-Seyler-Strasse 3, TUEBINGEN","10, Avenue Hippocrate, Brussels",5.84138888888889,GTUTP,BLATP
"Hoppe-Seyler-Strasse 3, TUEBINGEN","Universitaetsklinik, BOCHUM",5.0875,GTUTP,GBBTP
"Hoppe-Seyler-Strasse 3, TUEBINGEN","Pacelli Allee 4, FULDA",3.49444444444444,GTUTP,GFDTP
"Hoppe-Seyler-Strasse 3, TUEBINGEN","Lessingstrasse 1, JENA",4.75972222222222,GTUTP,GJETP
"Hoppe-Seyler-Strasse 3, TUEBINGEN","Haifa-Allee 2, Mainz",2.67555555555556,GTUTP,GMIOR
"Hoppe-Seyler-Strasse 3, TUEBINGEN","Organisationsburo, REGENSBURG",3.6275,GTUTP,GRBTP
"Hoppe-Seyler-Strasse 3, TUEBINGEN","4 Rue Barble, LUXEMBOURG",3.76861111111111,GTUTP,LLXTP
"Hoppe-Seyler-Strasse 3, TUEBINGEN","Heidelberglaan 100, UTRECHT",6.44833333333333,GTUTP,NUTTP
"Hoppe-Seyler-Strasse 3, TUEBINGEN","St. Veiterstrasse 47, KLAGENFURT/KAERNTEN",6.41111111111111,GTUTP,AKTTP
"Hoppe-Seyler-Strasse 3, TUEBINGEN","Herestraat 49, LEUVEN",5.86861111111111,GTUTP,BLETP
"Hoppe-Seyler-Strasse 3, TUEBINGEN","Herestraat 49, LEUVEN",5.86861111111111,GTUTP,BLMTP
"Hoppe-Seyler-Strasse 3, TUEBINGEN","Campus Virchow-Klinikum, BERLIN",7.09638888888889,GTUTP,GBCTP
"Hoppe-Seyler-Strasse 3, TUEBINGEN","Universitaetsklinik, Haus 33 A, FRANKFURT/MAIN",2.7175,GTUTP,GFMTP
"Hoppe-Seyler-Strasse 3, TUEBINGEN","Arnold-Heller-Strasse 3, KIEL",8.55138888888889,GTUTP,GKITP
"Hoppe-Seyler-Strasse 3, TUEBINGEN","Marchioninistr. 15, Munich",2.67583333333333,GTUTP,GMLTP
"Hoppe-Seyler-Strasse 3, TUEBINGEN","Ernst-Heydemann-Strasse 8, ROSTOCK",8.6975,GTUTP,GROTP
"Hoppe-Seyler-Strasse 3, TUEBINGEN","Meibergdreef 9, Amsterdam",6.74277777777778,GTUTP,NAETP
"Hoppe-Seyler-Strasse 3, TUEBINGEN","Zaloska 7, LJUBLJANA",7.12444444444444,GTUTP,SLOTP
"Hoppe-Seyler-Strasse 3, TUEBINGEN","Fadingerstrasse 1, LINZ",5.22805555555556,GTUTP,AOETP
"Hoppe-Seyler-Strasse 3, TUEBINGEN","Avenue de l Hopital, LIEGE",5.31777777777778,GTUTP,BLGTP
"Hoppe-Seyler-Strasse 3, TUEBINGEN","Hindenburgdamm 30, Berlin",7.06805555555556,GTUTP,GBETP
"Hoppe-Seyler-Strasse 3, TUEBINGEN","Hugstetterstrasse 55, FREIBURG IM BREISGAU",2.13,GTUTP,GFRTP
"Hoppe-Seyler-Strasse 3, TUEBINGEN","Joseph  Stelzmannstrasse 9, KOELN",4.41555555555556,GTUTP,GKKTP
"Hoppe-Seyler-Strasse 3, TUEBINGEN","Albert Schweitzerstrasse 33, MUENSTER",5.69944444444445,GTUTP,GMNTP
"Hoppe-Seyler-Strasse 3, TUEBINGEN","Transplantationszentrum, STUTTGART",0.637222222222222,GTUTP,GSTTP
"Hoppe-Seyler-Strasse 3, TUEBINGEN","De Boelelaan 1117, AMSTERDAM",6.83,GTUTP,NAVTP
"Hoppe-Seyler-Strasse 3, TUEBINGEN","Krankenhausstrasse 9, LINZ",5.23472222222222,GTUTP,AOLTP
"Hoppe-Seyler-Strasse 3, TUEBINGEN","Ksaver 200a, Zagreb",8.38027777777778,GTUTP,CHROR
"Hoppe-Seyler-Strasse 3, TUEBINGEN","St. Juergenstrasse, BREMEN",7.36833333333333,GTUTP,GBMTP
"Hoppe-Seyler-Strasse 3, TUEBINGEN","Klinikstrasse 36, GIESSEN",3.23527777777778,GTUTP,GGITP
