origin,destination,driving_time,from_center,to_center
"Karolina ut 19-21., Budapest","Dr. Molewaterplein 40, ROTTERDAM",13.3580555555556,HUNOR,NRDTP
"Postbus 2060, ROTTERDAM","Auenbruggerplatz 29, GRAZ",11.4769444444444,NRSTP,AGATP
"Postbus 2060, ROTTERDAM","De Pintelaan 185, GENT",1.65583333333333,NRSTP,BGETP
"Postbus 2060, ROTTERDAM","Stenglinstrasse 2, AUGSBURG",7.49416666666667,NRSTP,GAUTP
"Postbus 2060, ROTTERDAM","Hufelandstrasse 55, ESSEN",2.33416666666667,NRSTP,GESTP
"Postbus 2060, ROTTERDAM","Kirrberger Strasse Geb. 41, HOMBURG/SAAR",4.89083333333333,NRSTP,GHSTP
"Postbus 2060, ROTTERDAM","Ismaningerstr. 22, MUENCHEN",8.28222222222222,NRSTP,GMHTP
"Postbus 2060, ROTTERDAM","Walter-Koehn-str. 1A, Leipzig",6.64388888888889,NRSTP,GOSOR
"Postbus 2060, ROTTERDAM","Karolina ut 19-21., Budapest",13.2647222222222,NRSTP,HUNOR
"Postbus 2060, ROTTERDAM","Postbus 2060, ROTTERDAM",0.00166666666666667,NRSTP,NRSTP
"Postbus 2060, ROTTERDAM","Anichstrasse 35, INNSBRUCK",9.38444444444444,NRSTP,AIBTP
"Postbus 2060, ROTTERDAM","10, Avenue Hippocrate, Brussels",1.51472222222222,NRSTP,BLATP
"Postbus 2060, ROTTERDAM","Universitaetsklinik, BOCHUM",2.50194444444444,NRSTP,GBBTP
"Postbus 2060, ROTTERDAM","Pacelli Allee 4, FULDA",5.47,NRSTP,GFDTP
"Postbus 2060, ROTTERDAM","Lessingstrasse 1, JENA",6.51916666666667,NRSTP,GJETP
"Postbus 2060, ROTTERDAM","Haifa-Allee 2, Mainz",4.68222222222222,NRSTP,GMIOR
"Postbus 2060, ROTTERDAM","Organisationsburo, REGENSBURG",7.64222222222222,NRSTP,GRBTP
"Postbus 2060, ROTTERDAM","4 Rue Barble, LUXEMBOURG",3.60583333333333,NRSTP,LLXTP
"Postbus 2060, ROTTERDAM","Heidelberglaan 100, UTRECHT",0.711388888888889,NRSTP,NUTTP
"Postbus 2060, ROTTERDAM","St. Veiterstrasse 47, KLAGENFURT/KAERNTEN",11.5816666666667,NRSTP,AKTTP
"Postbus 2060, ROTTERDAM","Herestraat 49, LEUVEN",1.68416666666667,NRSTP,BLETP
"Postbus 2060, ROTTERDAM","Herestraat 49, LEUVEN",1.68416666666667,NRSTP,BLMTP
"Postbus 2060, ROTTERDAM","Campus Virchow-Klinikum, BERLIN",7.08111111111111,NRSTP,GBCTP
"Postbus 2060, ROTTERDAM","Universitaetsklinik, Haus 33 A, FRANKFURT/MAIN",4.57583333333333,NRSTP,GFMTP
"Postbus 2060, ROTTERDAM","Arnold-Heller-Strasse 3, KIEL",6.15333333333333,NRSTP,GKITP
"Postbus 2060, ROTTERDAM","Marchioninistr. 15, Munich",8.11222222222222,NRSTP,GMLTP
"Postbus 2060, ROTTERDAM","Ernst-Heydemann-Strasse 8, ROSTOCK",6.87166666666667,NRSTP,GROTP
"Postbus 2060, ROTTERDAM","Meibergdreef 9, Amsterdam",0.836666666666667,NRSTP,NAETP
"Postbus 2060, ROTTERDAM","Zaloska 7, LJUBLJANA",12.2202777777778,NRSTP,SLOTP
"Postbus 2060, ROTTERDAM","Fadingerstrasse 1, LINZ",10.5008333333333,NRSTP,AOETP
"Postbus 2060, ROTTERDAM","Avenue de l Hopital, LIEGE",2.48861111111111,NRSTP,BLGTP
"Postbus 2060, ROTTERDAM","Hindenburgdamm 30, Berlin",7.06666666666667,NRSTP,GBETP
"Postbus 2060, ROTTERDAM","Hugstetterstrasse 55, FREIBURG IM BREISGAU",6.7675,NRSTP,GFRTP
"Postbus 2060, ROTTERDAM","Joseph  Stelzmannstrasse 9, KOELN",2.71861111111111,NRSTP,GKKTP
"Postbus 2060, ROTTERDAM","Albert Schweitzerstrasse 33, MUENSTER",2.82638888888889,NRSTP,GMNTP
"Postbus 2060, ROTTERDAM","Transplantationszentrum, STUTTGART",6.28972222222222,NRSTP,GSTTP
"Postbus 2060, ROTTERDAM","De Boelelaan 1117, AMSTERDAM",0.736944444444444,NRSTP,NAVTP
"Postbus 2060, ROTTERDAM","Krankenhausstrasse 9, LINZ",9.78916666666667,NRSTP,AOLTP
"Postbus 2060, ROTTERDAM","Ksaver 200a, Zagreb",13.1933333333333,NRSTP,CHROR
"Postbus 2060, ROTTERDAM","St. Juergenstrasse, BREMEN",4.27444444444444,NRSTP,GBMTP
"Postbus 2060, ROTTERDAM","Klinikstrasse 36, GIESSEN",4.37555555555556,NRSTP,GGITP
"Postbus 2060, ROTTERDAM","Joseph-Stelzmann-Str. 9, KOELN",2.71861111111111,NRSTP,GKLTP
"Postbus 2060, ROTTERDAM","Baldingerstrasse, MARBURG/LAHN",4.74611111111111,NRSTP,GMRTP
"Postbus 2060, ROTTERDAM","Hoppe-Seyler-Strasse 3, TUEBINGEN",6.67694444444445,NRSTP,GTUTP
"Postbus 2060, ROTTERDAM","Postbus 22660, AMSTERDAM",0.864166666666667,NRSTP,NAWTP
"Postbus 2060, ROTTERDAM","Waehringer Guertel 18-20, Wien",11.2402777777778,NRSTP,AWDTP
"Postbus 2060, ROTTERDAM","J. Huttlera 4, Osijek",15.1505555555556,NRSTP,COSTP
"Postbus 2060, ROTTERDAM","Sigmund Freud Strasse 25, BONN-Venusberg",3.15305555555556,NRSTP,GBOTP
"Postbus 2060, ROTTERDAM","Ernst Grube Strasse 40, HALLE/Saale",6.5175,NRSTP,GHATP
"Postbus 2060, ROTTERDAM","Ostmerheimerstrasse 200, Koln (Merheim)",2.75777777777778,NRSTP,GKMTP
"Postbus 2060, ROTTERDAM","Langenbeckstr. 1, Mainz",4.65805555555556,NRSTP,GMZTP
"Postbus 2060, ROTTERDAM","ZIM - Medizinische Klinik I, WUERZBURG",5.65444444444445,NRSTP,GWZTP
"Postbus 2060, ROTTERDAM","Hanzeplein 1, Groningen",2.52861111111111,NRSTP,NGRTP
"Postbus 2060, ROTTERDAM","Abt. Transplantation 09 D, Wien",11.3119444444444,NRSTP,AWGTP
"Postbus 2060, ROTTERDAM","Kresimirova 42, Rijeka",13.5141666666667,NRSTP,CRITP
"Postbus 2060, ROTTERDAM","Friedrichstrasse 10, Stuttgart",6.26694444444444,NRSTP,GBWOR
"Postbus 2060, ROTTERDAM","Im Neuenheimer Feld 110, HEIDELBERG",5.12611111111111,NRSTP,GHBTP
"Postbus 2060, ROTTERDAM","Hellmut-Hartert-Str. 1, KAISERSLAUTERN",5.03611111111111,NRSTP,GKSTP
"Postbus 2060, ROTTERDAM","Maximilianspl. 2, ERLANGEN",6.58861111111111,NRSTP,GNBTP
"Postbus 2060, ROTTERDAM","Baross u. 23-25., Budapest",13.3608333333333,NRSTP,HBSTP
"Postbus 2060, ROTTERDAM","Albinusdreef 2, LEIDEN",0.545,NRSTP,NLBTP
"Postbus 2060, ROTTERDAM","Wilrijkstraat 10, EDEGEM",1.22583333333333,NRSTP,BANTP
"Postbus 2060, ROTTERDAM","Kispaticeva 12, Zagreb",13.0983333333333,NRSTP,CZATP
"Postbus 2060, ROTTERDAM","Marchioninistrasse 15, Muenchen",8.09861111111111,NRSTP,GBYOR
"Postbus 2060, ROTTERDAM","Martinistrasse 52, HAMBURG",5.36944444444444,NRSTP,GHGTP
"Postbus 2060, ROTTERDAM","Liebigstrasse 20, LEIPZIG",6.83027777777778,NRSTP,GLPTP
"Postbus 2060, ROTTERDAM","Schiffgraben 44, Hannover",4.41611111111111,NRSTP,GNDOR
"Postbus 2060, ROTTERDAM","Moricz Zs. krt. 22., Debrecen",15.3833333333333,NRSTP,HDBTP
"Postbus 2060, ROTTERDAM","P. Debyelaan 25, MAASTRICHT",2.08777777777778,NRSTP,NMSTP
"Postbus 2060, ROTTERDAM","Laarbeeklaan 101, JETTE/BRUSSEL",1.54222222222222,NRSTP,BBJTP
"Postbus 2060, ROTTERDAM","Zajceva 19, Zagreb",13.1561111111111,NRSTP,CZMTP
"Postbus 2060, ROTTERDAM","Fetscherstr. 74, DRESDEN",7.77083333333333,NRSTP,GDRTP
"Postbus 2060, ROTTERDAM","Vogelsang 105, HANN. MUENDEN",4.77222222222222,NRSTP,GHMTP
"Postbus 2060, ROTTERDAM","Transplantationsbuero, LUEBECK",5.88138888888889,NRSTP,GLUTP
"Postbus 2060, ROTTERDAM","Saatwinkler Damm 11-12, Berlin",7.00833333333333,NRSTP,GNOOR
"Postbus 2060, ROTTERDAM","Rakoczi ut 2., Pecs",14.8116666666667,NRSTP,HPCTP
"Postbus 2060, ROTTERDAM","Geert Groote Plein 8, NIJMEGEN",1.30194444444444,NRSTP,NNYTP
"Postbus 2060, ROTTERDAM","808 Route de Lennik, Brussels",1.67527777777778,NRSTP,BBRTP
"Postbus 2060, ROTTERDAM","Pauwelstr. 30, AACHEN",2.26638888888889,NRSTP,GAKTP
"Postbus 2060, ROTTERDAM","Moorenstrasse 5, DUESSELDORF",2.43083333333333,NRSTP,GDUTP
"Postbus 2060, ROTTERDAM","Stadtfelddamm 65, HANNOVER",4.50666666666667,NRSTP,GHOTP
"Postbus 2060, ROTTERDAM","Theodor Kutzer Ufer 1-3, MANNHEIM",5.0475,NRSTP,GMATP
"Postbus 2060, ROTTERDAM","Lindenallee, Essen",2.29472222222222,NRSTP,GNWOR
"Postbus 2060, ROTTERDAM","Pecsi ut 4., Szeged",14.7197222222222,NRSTP,HSZTP
"Postbus 2060, ROTTERDAM","Dr. Molewaterplein 40, ROTTERDAM",0.0922222222222222,NRSTP,NRDTP
"Anichstrasse 35, INNSBRUCK","Auenbruggerplatz 29, GRAZ",5.06111111111111,AIBTP,AGATP
"Anichstrasse 35, INNSBRUCK","De Pintelaan 185, GENT",9.44944444444444,AIBTP,BGETP
"Anichstrasse 35, INNSBRUCK","Stenglinstrasse 2, AUGSBURG",2.46583333333333,AIBTP,GAUTP
"Anichstrasse 35, INNSBRUCK","Hufelandstrasse 55, ESSEN",7.73361111111111,AIBTP,GESTP
"Anichstrasse 35, INNSBRUCK","Kirrberger Strasse Geb. 41, HOMBURG/SAAR",5.81444444444445,AIBTP,GHSTP
"Anichstrasse 35, INNSBRUCK","Ismaningerstr. 22, MUENCHEN",1.90222222222222,AIBTP,GMHTP
"Anichstrasse 35, INNSBRUCK","Walter-Koehn-str. 1A, Leipzig",6.32083333333333,AIBTP,GOSOR
"Anichstrasse 35, INNSBRUCK","Karolina ut 19-21., Budapest",7.32666666666667,AIBTP,HUNOR
"Anichstrasse 35, INNSBRUCK","Postbus 2060, ROTTERDAM",9.75861111111111,AIBTP,NRSTP
"Anichstrasse 35, INNSBRUCK","Anichstrasse 35, INNSBRUCK",0,AIBTP,AIBTP
"Anichstrasse 35, INNSBRUCK","10, Avenue Hippocrate, Brussels",8.85083333333333,AIBTP,BLATP
"Anichstrasse 35, INNSBRUCK","Universitaetsklinik, BOCHUM",7.84027777777778,AIBTP,GBBTP
"Anichstrasse 35, INNSBRUCK","Pacelli Allee 4, FULDA",5.65944444444444,AIBTP,GFDTP
"Anichstrasse 35, INNSBRUCK","Lessingstrasse 1, JENA",5.79611111111111,AIBTP,GJETP
"Anichstrasse 35, INNSBRUCK","Haifa-Allee 2, Mainz",5.62444444444444,AIBTP,GMIOR
"Anichstrasse 35, INNSBRUCK","Organisationsburo, REGENSBURG",3.16194444444444,AIBTP,GRBTP
"Anichstrasse 35, INNSBRUCK","4 Rue Barble, LUXEMBOURG",7.03138888888889,AIBTP,LLXTP
"Anichstrasse 35, INNSBRUCK","Heidelberglaan 100, UTRECHT",9.19638888888889,AIBTP,NUTTP
"Anichstrasse 35, INNSBRUCK","St. Veiterstrasse 47, KLAGENFURT/KAERNTEN",4.39166666666667,AIBTP,AKTTP
"Anichstrasse 35, INNSBRUCK","Herestraat 49, LEUVEN",8.73222222222222,AIBTP,BLETP
"Anichstrasse 35, INNSBRUCK","Herestraat 49, LEUVEN",8.73222222222222,AIBTP,BLMTP
"Anichstrasse 35, INNSBRUCK","Campus Virchow-Klinikum, BERLIN",7.7225,AIBTP,GBCTP
"Anichstrasse 35, INNSBRUCK","Universitaetsklinik, Haus 33 A, FRANKFURT/MAIN",5.62694444444445,AIBTP,GFMTP
"Anichstrasse 35, INNSBRUCK","Arnold-Heller-Strasse 3, KIEL",10.3186111111111,AIBTP,GKITP
"Anichstrasse 35, INNSBRUCK","Marchioninistr. 15, Munich",1.87111111111111,AIBTP,GMLTP
"Anichstrasse 35, INNSBRUCK","Ernst-Heydemann-Strasse 8, ROSTOCK",9.29944444444445,AIBTP,GROTP
"Anichstrasse 35, INNSBRUCK","Meibergdreef 9, Amsterdam",9.48583333333333,AIBTP,NAETP
"Anichstrasse 35, INNSBRUCK","Zaloska 7, LJUBLJANA",5.01361111111111,AIBTP,SLOTP
"Anichstrasse 35, INNSBRUCK","Fadingerstrasse 1, LINZ",3.37361111111111,AIBTP,AOETP
"Anichstrasse 35, INNSBRUCK","Avenue de l Hopital, LIEGE",8.20138888888889,AIBTP,BLGTP
"Anichstrasse 35, INNSBRUCK","Hindenburgdamm 30, Berlin",7.68861111111111,AIBTP,GBETP
"Anichstrasse 35, INNSBRUCK","Hugstetterstrasse 55, FREIBURG IM BREISGAU",4.69916666666667,AIBTP,GFRTP
"Anichstrasse 35, INNSBRUCK","Joseph  Stelzmannstrasse 9, KOELN",7.275,AIBTP,GKKTP
"Anichstrasse 35, INNSBRUCK","Albert Schweitzerstrasse 33, MUENSTER",8.62222222222222,AIBTP,GMNTP
"Anichstrasse 35, INNSBRUCK","Transplantationszentrum, STUTTGART",3.71083333333333,AIBTP,GSTTP
"Anichstrasse 35, INNSBRUCK","De Boelelaan 1117, AMSTERDAM",9.57027777777778,AIBTP,NAVTP
"Anichstrasse 35, INNSBRUCK","Krankenhausstrasse 9, LINZ",3.39472222222222,AIBTP,AOLTP
"Anichstrasse 35, INNSBRUCK","Ksaver 200a, Zagreb",6.37833333333333,AIBTP,CHROR
"Anichstrasse 35, INNSBRUCK","St. Juergenstrasse, BREMEN",9.13527777777778,AIBTP,GBMTP
"Anichstrasse 35, INNSBRUCK","Klinikstrasse 36, GIESSEN",6.07972222222222,AIBTP,GGITP
"Anichstrasse 35, INNSBRUCK","Joseph-Stelzmann-Str. 9, KOELN",7.29138888888889,AIBTP,GKLTP
"Anichstrasse 35, INNSBRUCK","Baldingerstrasse, MARBURG/LAHN",6.40583333333333,AIBTP,GMRTP
"Anichstrasse 35, INNSBRUCK","Hoppe-Seyler-Strasse 3, TUEBINGEN",4.0075,AIBTP,GTUTP
"Anichstrasse 35, INNSBRUCK","Postbus 22660, AMSTERDAM",9.56833333333333,AIBTP,NAWTP
"Anichstrasse 35, INNSBRUCK","Waehringer Guertel 18-20, Wien",4.98972222222222,AIBTP,AWDTP
"Anichstrasse 35, INNSBRUCK","J. Huttlera 4, Osijek",8.35861111111111,AIBTP,COSTP
"Anichstrasse 35, INNSBRUCK","Sigmund Freud Strasse 25, BONN-Venusberg",7.2375,AIBTP,GBOTP
"Anichstrasse 35, INNSBRUCK","Ernst Grube Strasse 40, HALLE/Saale",6.36138888888889,AIBTP,GHATP
"Anichstrasse 35, INNSBRUCK","Ostmerheimerstrasse 200, Koln (Merheim)",7.08916666666667,AIBTP,GKMTP
"Anichstrasse 35, INNSBRUCK","Langenbeckstr. 1, Mainz",5.64694444444444,AIBTP,GMZTP
"Anichstrasse 35, INNSBRUCK","ZIM - Medizinische Klinik I, WUERZBURG",4.61138888888889,AIBTP,GWZTP
"Anichstrasse 35, INNSBRUCK","Hanzeplein 1, Groningen",10.0705555555556,AIBTP,NGRTP
"Anichstrasse 35, INNSBRUCK","Abt. Transplantation 09 D, Wien",5.04388888888889,AIBTP,AWGTP
"Anichstrasse 35, INNSBRUCK","Kresimirova 42, Rijeka",6.33305555555556,AIBTP,CRITP
"Anichstrasse 35, INNSBRUCK","Friedrichstrasse 10, Stuttgart",3.77444444444444,AIBTP,GBWOR
"Anichstrasse 35, INNSBRUCK","Im Neuenheimer Feld 110, HEIDELBERG",4.87111111111111,AIBTP,GHBTP
"Anichstrasse 35, INNSBRUCK","Hellmut-Hartert-Str. 1, KAISERSLAUTERN",5.62388888888889,AIBTP,GKSTP
"Anichstrasse 35, INNSBRUCK","Maximilianspl. 2, ERLANGEN",3.82194444444444,AIBTP,GNBTP
"Anichstrasse 35, INNSBRUCK","Baross u. 23-25., Budapest",7.47055555555556,AIBTP,HBSTP
"Anichstrasse 35, INNSBRUCK","Albinusdreef 2, LEIDEN",9.8375,AIBTP,NLBTP
"Anichstrasse 35, INNSBRUCK","Wilrijkstraat 10, EDEGEM",9.16805555555556,AIBTP,BANTP
"Anichstrasse 35, INNSBRUCK","Kispaticeva 12, Zagreb",6.27055555555556,AIBTP,CZATP
"Anichstrasse 35, INNSBRUCK","Marchioninistrasse 15, Muenchen",1.8625,AIBTP,GBYOR
"Anichstrasse 35, INNSBRUCK","Martinistrasse 52, HAMBURG",9.60138888888889,AIBTP,GHGTP
"Anichstrasse 35, INNSBRUCK","Liebigstrasse 20, LEIPZIG",6.38583333333333,AIBTP,GLPTP
"Anichstrasse 35, INNSBRUCK","Schiffgraben 44, Hannover",8.11333333333333,AIBTP,GNDOR
"Anichstrasse 35, INNSBRUCK","Moricz Zs. krt. 22., Debrecen",9.35888888888889,AIBTP,HDBTP
"Anichstrasse 35, INNSBRUCK","P. Debyelaan 25, MAASTRICHT",8.06888888888889,AIBTP,NMSTP
"Anichstrasse 35, INNSBRUCK","Laarbeeklaan 101, JETTE/BRUSSEL",8.98972222222222,AIBTP,BBJTP
"Anichstrasse 35, INNSBRUCK","Zajceva 19, Zagreb",6.3425,AIBTP,CZMTP
"Anichstrasse 35, INNSBRUCK","Fetscherstr. 74, DRESDEN",6.62416666666667,AIBTP,GDRTP
"Anichstrasse 35, INNSBRUCK","Vogelsang 105, HANN. MUENDEN",6.8975,AIBTP,GHMTP
"Anichstrasse 35, INNSBRUCK","Transplantationsbuero, LUEBECK",9.94194444444445,AIBTP,GLUTP
"Anichstrasse 35, INNSBRUCK","Saatwinkler Damm 11-12, Berlin",7.67388888888889,AIBTP,GNOOR
"Anichstrasse 35, INNSBRUCK","Rakoczi ut 2., Pecs",8.5825,AIBTP,HPCTP
"Anichstrasse 35, INNSBRUCK","Geert Groote Plein 8, NIJMEGEN",8.68166666666667,AIBTP,NNYTP
"Anichstrasse 35, INNSBRUCK","808 Route de Lennik, Brussels",9.10722222222222,AIBTP,BBRTP
"Anichstrasse 35, INNSBRUCK","Pauwelstr. 30, AACHEN",7.80888888888889,AIBTP,GAKTP
"Anichstrasse 35, INNSBRUCK","Moorenstrasse 5, DUESSELDORF",7.55166666666667,AIBTP,GDUTP
"Anichstrasse 35, INNSBRUCK","Stadtfelddamm 65, HANNOVER",8.14388888888889,AIBTP,GHOTP
"Anichstrasse 35, INNSBRUCK","Theodor Kutzer Ufer 1-3, MANNHEIM",4.97027777777778,AIBTP,GMATP
"Anichstrasse 35, INNSBRUCK","Lindenallee, Essen",7.77472222222222,AIBTP,GNWOR
"Anichstrasse 35, INNSBRUCK","Pecsi ut 4., Szeged",8.685,AIBTP,HSZTP
"Anichstrasse 35, INNSBRUCK","Dr. Molewaterplein 40, ROTTERDAM",9.81333333333333,AIBTP,NRDTP
"10, Avenue Hippocrate, Brussels","Auenbruggerplatz 29, GRAZ",10.8472222222222,BLATP,AGATP
"10, Avenue Hippocrate, Brussels","De Pintelaan 185, GENT",0.742777777777778,BLATP,BGETP
"10, Avenue Hippocrate, Brussels","Stenglinstrasse 2, AUGSBURG",6.68694444444444,BLATP,GAUTP
"10, Avenue Hippocrate, Brussels","Hufelandstrasse 55, ESSEN",2.38472222222222,BLATP,GESTP
"10, Avenue Hippocrate, Brussels","Kirrberger Strasse Geb. 41, HOMBURG/SAAR",3.50305555555556,BLATP,GHSTP
"10, Avenue Hippocrate, Brussels","Ismaningerstr. 22, MUENCHEN",7.545,BLATP,GMHTP
"10, Avenue Hippocrate, Brussels","Walter-Koehn-str. 1A, Leipzig",7.01194444444445,BLATP,GOSOR
"10, Avenue Hippocrate, Brussels","Karolina ut 19-21., Budapest",12.6702777777778,BLATP,HUNOR
"10, Avenue Hippocrate, Brussels","Postbus 2060, ROTTERDAM",1.51138888888889,BLATP,NRSTP
"10, Avenue Hippocrate, Brussels","Anichstrasse 35, INNSBRUCK",8.5225,BLATP,AIBTP
"10, Avenue Hippocrate, Brussels","10, Avenue Hippocrate, Brussels",0.000833333333333333,BLATP,BLATP
"10, Avenue Hippocrate, Brussels","Universitaetsklinik, BOCHUM",2.55111111111111,BLATP,GBBTP
"10, Avenue Hippocrate, Brussels","Pacelli Allee 4, FULDA",4.83472222222222,BLATP,GFDTP
"10, Avenue Hippocrate, Brussels","Lessingstrasse 1, JENA",6.28472222222222,BLATP,GJETP
"10, Avenue Hippocrate, Brussels","Haifa-Allee 2, Mainz",3.84527777777778,BLATP,GMIOR
"10, Avenue Hippocrate, Brussels","Organisationsburo, REGENSBURG",7.05083333333333,BLATP,GRBTP
"10, Avenue Hippocrate, Brussels","4 Rue Barble, LUXEMBOURG",2.18361111111111,BLATP,LLXTP
"10, Avenue Hippocrate, Brussels","Heidelberglaan 100, UTRECHT",1.79944444444444,BLATP,NUTTP
"10, Avenue Hippocrate, Brussels","St. Veiterstrasse 47, KLAGENFURT/KAERNTEN",10.825,BLATP,AKTTP
"10, Avenue Hippocrate, Brussels","Herestraat 49, LEUVEN",0.278055555555556,BLATP,BLETP
"10, Avenue Hippocrate, Brussels","Herestraat 49, LEUVEN",0.278055555555556,BLATP,BLMTP
"10, Avenue Hippocrate, Brussels","Campus Virchow-Klinikum, BERLIN",7.48111111111111,BLATP,GBCTP
"10, Avenue Hippocrate, Brussels","Universitaetsklinik, Haus 33 A, FRANKFURT/MAIN",3.87416666666667,BLATP,GFMTP
"10, Avenue Hippocrate, Brussels","Arnold-Heller-Strasse 3, KIEL",6.9,BLATP,GKITP
"10, Avenue Hippocrate, Brussels","Marchioninistr. 15, Munich",7.32138888888889,BLATP,GMLTP
"10, Avenue Hippocrate, Brussels","Ernst-Heydemann-Strasse 8, ROSTOCK",7.59361111111111,BLATP,GROTP
"10, Avenue Hippocrate, Brussels","Meibergdreef 9, Amsterdam",2.03722222222222,BLATP,NAETP
"10, Avenue Hippocrate, Brussels","Zaloska 7, LJUBLJANA",11.4480555555556,BLATP,SLOTP
"10, Avenue Hippocrate, Brussels","Fadingerstrasse 1, LINZ",9.16083333333333,BLATP,AOETP
"10, Avenue Hippocrate, Brussels","Avenue de l Hopital, LIEGE",1.03666666666667,BLATP,BLGTP
"10, Avenue Hippocrate, Brussels","Hindenburgdamm 30, Berlin",7.52083333333333,BLATP,GBETP
"10, Avenue Hippocrate, Brussels","Hugstetterstrasse 55, FREIBURG IM BREISGAU",5.41472222222222,BLATP,GFRTP
"10, Avenue Hippocrate, Brussels","Joseph  Stelzmannstrasse 9, KOELN",2.03361111111111,BLATP,GKKTP
"10, Avenue Hippocrate, Brussels","Albert Schweitzerstrasse 33, MUENSTER",3.36694444444444,BLATP,GMNTP
"10, Avenue Hippocrate, Brussels","Transplantationszentrum, STUTTGART",5.50638888888889,BLATP,GSTTP
"10, Avenue Hippocrate, Brussels","De Boelelaan 1117, AMSTERDAM",2.12333333333333,BLATP,NAVTP
"10, Avenue Hippocrate, Brussels","Krankenhausstrasse 9, LINZ",9.15277777777778,BLATP,AOLTP
"10, Avenue Hippocrate, Brussels","Ksaver 200a, Zagreb",12.6177777777778,BLATP,CHROR
"10, Avenue Hippocrate, Brussels","St. Juergenstrasse, BREMEN",5.08861111111111,BLATP,GBMTP
"10, Avenue Hippocrate, Brussels","Klinikstrasse 36, GIESSEN",3.73305555555556,BLATP,GGITP
"10, Avenue Hippocrate, Brussels","Joseph-Stelzmann-Str. 9, KOELN",2.03361111111111,BLATP,GKLTP
"10, Avenue Hippocrate, Brussels","Baldingerstrasse, MARBURG/LAHN",4.11972222222222,BLATP,GMRTP
"10, Avenue Hippocrate, Brussels","Hoppe-Seyler-Strasse 3, TUEBINGEN",5.77277777777778,BLATP,GTUTP
"10, Avenue Hippocrate, Brussels","Postbus 22660, AMSTERDAM",2.16,BLATP,NAWTP
"10, Avenue Hippocrate, Brussels","Waehringer Guertel 18-20, Wien",10.6394444444444,BLATP,AWDTP
"10, Avenue Hippocrate, Brussels","J. Huttlera 4, Osijek",14.6116666666667,BLATP,COSTP
"10, Avenue Hippocrate, Brussels","Sigmund Freud Strasse 25, BONN-Venusberg",2.28055555555556,BLATP,GBOTP
"10, Avenue Hippocrate, Brussels","Ernst Grube Strasse 40, HALLE/Saale",6.65972222222222,BLATP,GHATP
"10, Avenue Hippocrate, Brussels","Ostmerheimerstrasse 200, Koln (Merheim)",2.11277777777778,BLATP,GKMTP
"10, Avenue Hippocrate, Brussels","Langenbeckstr. 1, Mainz",3.82833333333333,BLATP,GMZTP
"10, Avenue Hippocrate, Brussels","ZIM - Medizinische Klinik I, WUERZBURG",4.9975,BLATP,GWZTP
"10, Avenue Hippocrate, Brussels","Hanzeplein 1, Groningen",3.73111111111111,BLATP,NGRTP
"10, Avenue Hippocrate, Brussels","Abt. Transplantation 09 D, Wien",10.6836111111111,BLATP,AWGTP
"10, Avenue Hippocrate, Brussels","Kresimirova 42, Rijeka",12.7475,BLATP,CRITP
"10, Avenue Hippocrate, Brussels","Friedrichstrasse 10, Stuttgart",5.51777777777778,BLATP,GBWOR
"10, Avenue Hippocrate, Brussels","Im Neuenheimer Feld 110, HEIDELBERG",4.465,BLATP,GHBTP
"10, Avenue Hippocrate, Brussels","Hellmut-Hartert-Str. 1, KAISERSLAUTERN",3.79611111111111,BLATP,GKSTP
"10, Avenue Hippocrate, Brussels","Maximilianspl. 2, ERLANGEN",5.95222222222222,BLATP,GNBTP
"10, Avenue Hippocrate, Brussels","Baross u. 23-25., Budapest",12.7955555555556,BLATP,HBSTP
"10, Avenue Hippocrate, Brussels","Albinusdreef 2, LEIDEN",1.98611111111111,BLATP,NLBTP
"10, Avenue Hippocrate, Brussels","Wilrijkstraat 10, EDEGEM",0.500833333333333,BLATP,BANTP
"10, Avenue Hippocrate, Brussels","Kispaticeva 12, Zagreb",12.4944444444444,BLATP,CZATP
"10, Avenue Hippocrate, Brussels","Marchioninistrasse 15, Muenchen",7.32222222222222,BLATP,GBYOR
"10, Avenue Hippocrate, Brussels","Martinistrasse 52, HAMBURG",6.19055555555556,BLATP,GHGTP
"10, Avenue Hippocrate, Brussels","Liebigstrasse 20, LEIPZIG",7.05527777777778,BLATP,GLPTP
"10, Avenue Hippocrate, Brussels","Schiffgraben 44, Hannover",4.93083333333333,BLATP,GNDOR
"10, Avenue Hippocrate, Brussels","Moricz Zs. krt. 22., Debrecen",14.8236111111111,BLATP,HDBTP
"10, Avenue Hippocrate, Brussels","P. Debyelaan 25, MAASTRICHT",1.20666666666667,BLATP,NMSTP
"10, Avenue Hippocrate, Brussels","Laarbeeklaan 101, JETTE/BRUSSEL",0.277222222222222,BLATP,BBJTP
"10, Avenue Hippocrate, Brussels","Zajceva 19, Zagreb",12.5597222222222,BLATP,CZMTP
"10, Avenue Hippocrate, Brussels","Fetscherstr. 74, DRESDEN",7.70666666666667,BLATP,GDRTP
"10, Avenue Hippocrate, Brussels","Vogelsang 105, HANN. MUENDEN",4.83638888888889,BLATP,GHMTP
"10, Avenue Hippocrate, Brussels","Transplantationsbuero, LUEBECK",6.625,BLATP,GLUTP
"10, Avenue Hippocrate, Brussels","Saatwinkler Damm 11-12, Berlin",7.4775,BLATP,GNOOR
